SHORTNM,VALUETXT
SH Trn Ees Inpat Nursing, 4544^----^0^----^Hours^----^WorkedItem^----^6001116015#6001116016#6001116018#6001116020#6001116021#6001126340#6001126348#6001146280#6001606347^----^WorkedAcctTransfer
SH Unsch Shifts Nursing Div, Unscheduled^----^6001116015#6001116016#6001116018#6001116020#6001116021#6001126340#6001126348#6001136381#6001146280#6001206375#6001206378#6001326362#6001406022#6001408750#6001508620#6001606347#6002407450#6002407456#6021206375^----^1^----^HomeAcct
SH Unscheduled Absence, 1^----^$now^----^EmploymentStatus^----^HS20#HS21^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^*
SH Unsheduled Shifts, Unscheduled^----^HS20#HS21^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^*
SH WEA Education Hrs Check, 404^----^0^----^Hours^----^WorkedItem^----^40364400^----^1^----^HomeAcct
SH WEA Misc Hours Audit, 40364400^----^1^----^HomeAcct
SH WEA PAL - Holiday Check, 40364400#40364500^----^WorkedAcct
SH WEA RNs, 40364400#40364500^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH WEA Weekday Hours Check, 40364400#40364500^----^1^----^HomeAcct
SH Workers Comp, 421^----^0^----^Hours^----^WorkedItem
SH-6001116012-SH 5200, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001116012^----^*^----^*
SH-6001116015-ADULT SURGICAL, 6001116015^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001116016-ORHTO-NEURO, 6001116016^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001116018-ONCOLOGY, 6001116018^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001116019-6400-MS2, 6001116019^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001116020-MED SURG, 6001116020^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001116021-ACUTE MED SURG, 6001116021^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001116022-SH 4800, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001116022^----^*^----^*^----^1^----^$now^----^EmploymentStatus
SH-6001116023-SH 4700, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001116023^----^*^----^*^----^1^----^$now^----^EmploymentStatus
SH-6001116024-SH 3700, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001116024^----^*^----^*^----^1^----^$now^----^EmploymentStatus
SH-6001116025-SH 3800, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001116025^----^*^----^*^----^1^----^$now^----^EmploymentStatus
SH-6001116026-SH 4300, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001116026^----^*^----^*
SH-6001116029-SH 3200, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001116029^----^*^----^*^----^1^----^$now^----^EmploymentStatus
SH-6001126340-ICU, 6001126340^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001126341-STEPDOWN, 6001126341^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001136381-PEDIATRICS, 6001136381^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001146280-CARDIOLOGY, 6001146280^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001156013-ADT-REHAB, 6001156013^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001156343-BHU, 6001156343^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001206375-TRAUMA, 6001206375^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001206377-CDU, 6001206377^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001206378-ER-TRAUMA, 6001206378^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001208683-SH ER SPECIALTY CARE UNIT, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001208683^----^*^----^*^----^1^----^$now^----^EmploymentStatus
SH-6001316357-OR-OPHTH, 6001316357^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001316358-OR-NEURO, 6001316358^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001316360-OR ADMIN, 6001316360^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001316363-CV OR, 1^----^$now^----^EmploymentStatus^----^6001316363^----^1^----^HomeAcct
SH-6001326362-OR MINOR, 6001326362^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001326372-IVF, 6001326372^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001336361-PRESURGICAL TST, 6001336361^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001336365-PACU, 6001336365^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001337435-ANESTHESIA, 6001337435^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001338465-STERILE PROCESS, 6001338465^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001338718-RNFA, 6001338718^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001406022-FLOATS HOME, 6001406022^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001406373-NOT USED, 6001406373^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001408750-NURSING ADMIN, 6001408750^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001408751-NURSING ED, 6001408751^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001508350-CARE COORDINATIO, 6001508350^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001508620-EMPLOYEE HEALTH, 6001508620^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001508652-ELDERWELL, 6001508652^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001606025-OUTPATIENT INF, 6001606025^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001606030-DIALYSIS, 6001606030^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001606345-DAY TREATMENT, 6001606345^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001606346-CRISIS INTERVENT, 6001606346^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001606347-RAP RESP TEAM, 6001606347^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001607436-RESPIRATORY THER, 6001607436^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001608674-ATC CO YOUNG AD, 6001608674^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6001608675-ATC MONTROSE, 6001608675^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002107402-ROUTINE CORELAB, 6002107402^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002107404-MICROBIOLOGY, 6002107404^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002107405-PATHOLOGY, 6002107405^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002107406-OUTREACH LAB, 6002107406^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002107408 -PHLEBOTOMY, 6002107408^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002107409-LAB ADMIN, 6002107409^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002107410-BLOOD BANK, 6002107410^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002107503-LAB OPMC, 6002107503^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002207420-RADIOLOGY ADMIN, 6002207420^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002207421-RADIOLOGY, 6002207421^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002207422-CT SCAN, 6002207422^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002207424-NUCLEAR MED, 6002207424^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002207426-INTERVENT ANGIO, 6002207426^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002207428-MRI, 6002207428^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002207430-ULTRASOUND, 6002207430^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002307437-PHYSICAL THERAPY, 6002307437^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002307438-OCC THERAPY, 6002307438^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002307439-ORTHO SERVICES, 6002307439^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002307442-SPEECH THERAPY, 6002307442^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002407414-CARDIAC REHAB, 6002407414^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002407415-EKG, 6002407415^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002407416-EEG, 6002407416^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002407417-CV ADMIN, 6002407417^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002407450-CV SHORT STAY, 6002407450^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002407456-CATH LAB 3300, 6002407456^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002407474-VEIN-VASC CTR, 6002407474^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002506026-STROKE, 6002506026^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002506285-CANCER CENTER, 6002506285^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002507502-RAD THERAP-ACC, 6002507502^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002508470-PHARMACY, 6002508470^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6002508752-CLIN SUPP SVCS, 6002508752^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6003107448-LIPID LAB, 6003107448^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6003107477-NIH STROKE, 6003107477^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6003507481-ISCHEMIC, 6003507481^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6003507484-ODYSSEY, 6003507484^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6003507486-AMGEN RES, 6003507486^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6003507489-PUMA, 6003507489^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6003507493-CSA-AKI, 6003507493^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6003507494-EVARREST, 6003507494^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6003508688-CAPRES, 6003508688^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008102-DIV-SUP CH MGMT, 6004008102^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008310-PAT FOOD SVCS, 6004008310^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008311-CAFETER-PANTRY, 6004008311^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008318 -MEDIA-CONF SVCS, 6004008318^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008330-LAUNDRY-LINEN, 6004008330^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008331-LINEN, 6004008331^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008410-PLANT OPERATION, 6004008410^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008411-MAINT-ENGIN, 6004008411^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008412-FACILITIES IMPRO, 6004008412^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008450-HOUSEKEEPING, 6004008450^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008460-DISTRIBUTION, 6004008460^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008541-SECURITY, 6004008541^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008543-TRANSPORTATION, 6004008543^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6004008544 SECURITY INITIATIVE, HS20^----^*^----^HomeAcct^----^0^----^*^----^*^----^6004008544^----^*^----^*
SH-6004008690-SUPPLY CHAIN, 6004008690^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005108510-ACCOUNTING, 6005108510^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005108511-FINANCIAL PLANNING, *^----^*^----^HomeAcct^----^0^----^*^----^*^----^6005108511^----^*^----^*
SH-6005108516-FINANCE, 6005108516^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005108520-PATIENT ACCTS, 6005108520^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005108523-CASH R/D, 6005108523^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005108524-PAT ACCESS-FCS, 6005108524^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005108525-PAT ACCESS-ADM, 6005108525^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005208618-HUMAN RESOURCES, 6005208618^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005208917-HR RECRUITMENT, 6005208917^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005308615-TELECOM, 6005308615^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005308621-DATA PROC, 6005308621^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005308697-INFO SYSTEMS TEC, 6005308697^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408612-COMMUNICATIONS, 6005408612^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408613-PLANNING, 6005408613^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408614-VOLUNTEERS, 6005408614^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408616-GIFT SHOP, 6005408616^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408627-SAFETY, 6005408627^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408630-LIFELINE, 6005408630^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408636-SUB CALL CENTER, 6005408636^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408658-OASIS MONTGOMERY, 6005408658^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408678-HEARTWELL, 6005408678^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408681-OFC PT FAM EXP, 6005408681^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408710-MEDICAL RECORDS, 6005408710^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005408712-CLINIC DOC IMP, 6005408712^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6005505992-BAD DEBT, 6005505992^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006106026-STROKE, 6006106026^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006106340-ICU, 6006106340^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006106351-ENT, 6006106351^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006106353-UROLOGY, 6006106353^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006106375-TRAUMA, 6006106375^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006107415-EKG, 6006107415^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006107417-CV ADMIN, 6006107417^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006107435-ANESTHESIA, 6006107435^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006107536-BREAST, 6006107536^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006108605-CORPORATE, 6006108605^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006108721-MEDICAL STAFF, 6006108721^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6006108756-DIABETES, 6006108756^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6007107380-UBIT, 6007107380^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6007108610-ADMINISTRATION, 6007108610^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6008100000-NON DEPT, 6008100000^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6008108605-CORPORATE, 6008108605^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6008108619-ACTION, 6008108619^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6008108999-NON DEPT, 6008108999^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6015408656-FND FOUNDATION, 6015408656^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6021337900-PA PHYSI ASSIST, 6021337900^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6021337910-PA PHYS ASST CV, 6021337910^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-6111336800-SC OUTPAT SURG, 6111336800^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SH-ED-PEDS-PSYCH, 1^----^$now^----^EmploymentStatus
SHHS - BHU Excluded, HS20#HS21#HS22^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus^----^6001156343^----^1^----^HomeAcct
SHHS - BHU/OR Excluded, HS20#HS21#HS22^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus^----^6001156343^----^1^----^HomeAcct^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001316360^----^*^----^*
SHHS - Non-Scheduling Users, HS20#HS21#HS22^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SHHS - OR, HS20#HS21#HS22^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001316360#6001337435^----^*^----^*^----^1^----^$now^----^EmploymentStatus
SHHS - OR/Non-Clin Excluded, HS20#HS21#HS22^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001316360^----^*^----^*^----^*^----^60003007#60003008#60003051#60003054#60003057#60003058#60003059#60003060#60003061#60003068#60003069#60003071#60003073#60003074#60003075#60003076#60003077#60003083#60003084#60003085#60003086#60003091#60003092#60003114#60003116#60003117#60003121#60003123#60003128#60003136#60003138#60003152#60003161#60003162#60003163#60003165#60003167#60003168#60003175#60003176#60003177#60003181#60003191#60003192#60003193#60003406#60003419#60003421#60003422#60003423#60003602#60003604#60003605#60004930#60005276#60005326^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^*^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001337435#6001338100#6001408748#6002508101#6004008102#6005208618#6005108510^----^*^----^*
SHHS Global PersArea, 1^----^$now^----^EmploymentStatus^----^TL1#TL2#TL3#TL4^----^1^----^HomeAcct^----^HS20#HS21#HS22^----^1^----^HomeAcct
SH-Oncall Hours, HS20#HS21#HS22^----^1^----^HomeAcct
SHP - Global Exceptions, 4100000000#4100000001#4100020520#4100050000#4100050001#4100050002#4100050003#4100050004#4100050005#4100050006#4100050007#4100050008#4100050010#4100050300#4100050301#4100050302#4100050303#4100050304#4100050310#4100050400#4100050401#4100350300#4100350301#4100350302#4100450300#4100450301#4100450402#4100550300#4100650300#4100750300#4101150300#4101350400#4101350401#4101350402#4102150300#4102150301#4103157400#4103357401#4103957402#4104657000#4104657001#4104657002#4104657003#4104657004#4104657005#4104657006#4104657007#4104657008#4104657009#4104657010#4104657400#4104657401#4104657402#4104657500#4104657501#4105557400#4105557401#4105557402#4109999998#4109999999^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SHP Global, =^----^1^----^770^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob_IncludeChildrenNodes^----^1^----^$now^----^EmploymentStatus
SHP MBU Burton 2, 1^----^60000401^----^HomeAcct^----^3^----^$now^----^EmploymentStatus
SHP RU Burton 01, 3^----^$now^----^EmploymentStatus^----^*^----^10002311^----^HomeAcct^----^1^----^*^----^*^----^*^----^*^----^*
SHP VU Burton 1, 3^----^$now^----^EmploymentStatus^----^1^----^10002309^----^HomeAcct
SHP Wound Team, 1^----^10002317^----^HomeAcct^----^3^----^$now^----^EmploymentStatus
Sibley Attendance, 1^----^$now^----^EmploymentStatus^----^IN^----^PayRule
Sibley Grand Oaks, 6306050101#6306050102#6306050103#6306050104#6306050105#6306050106#6306050107#6306050108#6306050109#6306050110#6306050111#6306050112#6306050113#6306050115#6306050116#6306050117^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
SMH - Missed Punches, HS40^----^*^----^HomeAcct^----^0^----^*^----^*^----^*^----^*^----^*^----^MissedPunch^----^IN^----^PayRule
SMH - Terminated, HS40^----^1^----^HomeAcct^----^3^----^$now^----^EmploymentStatus
SMH ASRs, 1^----^$now^----^EmploymentStatus^----^SMH ASRs^----^GroupSchedule
SMH CNA - Day, 1^----^$now^----^EmploymentStatus^----^SMH CNA - Day^----^GroupSchedule
SMH CNA - Night, 1^----^$now^----^EmploymentStatus^----^SMH CNA - Night^----^GroupSchedule
SMH Env Svcs, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301091239^----^*^----^*^----^1^----^$now^----^EmploymentStatus
SMH EVS ASSOC I, IN^----^1^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob^----^1^----^$now^----^EmploymentStatus
SMH Nursing - Day, SMH Nursing - Day^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
SMH Nursing - Night, 1^----^$now^----^EmploymentStatus^----^SMH Nursing - Night^----^GroupSchedule
SMH Nursing - PRN, 1^----^$now^----^EmploymentStatus^----^SMH Nursing - PRN^----^GroupSchedule
SMH PACU OSVP, 1^----^$now^----^EmploymentStatus
SMH Periop Group A, 1^----^$now^----^EmploymentStatus^----^SMH Periop Group A^----^GroupSchedule
SMH Periop Group B, 1^----^$now^----^EmploymentStatus^----^SMH Periop Group B^----^GroupSchedule
SMH Periop Group C, 1^----^$now^----^EmploymentStatus^----^SMH Periop Group C^----^GroupSchedule
SMH REN - Exempt, 1^----^$now^----^EmploymentStatus^----^SMH REN Exempt^----^GroupSchedule
SMH SASC Group A, SMH SASC Group A^----^GroupSchedule
SMH SASC Group B, SMH SASC Group B^----^GroupSchedule
SMH SASC Group C, SMH SASC Group C^----^GroupSchedule
SMH-5480000000-Potomac WFS, 1^----^$now^----^EmploymentStatus^----^=^----^1^----^47960^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob
SMH-6301010203-Senior Assoc, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301010203^----^*^----^*
SMH-6301020131-OperatingRoom, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020131^----^*^----^*
SMH-6301020132-PACU, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020132^----^*^----^*
SMH-6301020133-SterileProcessing, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020133^----^*^----^*
SMH-6301020134-SibleyAmbSurgCtr, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020134^----^*^----^*
SMH-6301020135-2APrePostSurg, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020135^----^*^----^*
SMH-6301020138-Surg Posting, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020138^----^*^----^*
SMH-6301020140-PreSurgTestingCtr, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020140^----^*^----^*
SMH-6301020144-Endoscopy, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020144^----^*^----^*
SMH-6301020145-Endo Recovery, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020145^----^*^----^*
SMH-6301020149-Anesthesia, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020149^----^*^----^*
SMH-6301020221-5B, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020221^----^*^----^*
SMH-6301020222-ICU, 1^----^$now^----^EmploymentStatus
SMH-6301020224-Emergency Medicine, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020224^----^*^----^*
SMH-6301020227-Transport, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020227^----^*^----^*
SMH-6301020242-Resp Ther, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020242^----^*^----^*
SMH-6301020271-Hem Onc, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020271^----^*^----^*
SMH-6301020271-Hematology Oncology, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020271^----^*^----^*
SMH-6301020351-6B, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020351^----^*^----^*
SMH-6301020352-6A, 1^----^$now^----^EmploymentStatus
SMH-6301020353-5A, 1^----^$now^----^EmploymentStatus
SMH-6301020355-7B, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020355^----^*^----^*
SMH-6301020356-7A, 1^----^$now^----^EmploymentStatus
SMH-6301020412-FamilyCtrdCare, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020412^----^*^----^*
SMH-6301020413-SpecCareNursery, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020413^----^*^----^*
